_about,average_price,average_price_detached,average_price_existing_property,average_price_flat_maisonette,average_price_new_build,average_price_semi_detached,average_price_terraced,house_price_index,house_price_index_detached,house_price_index_existing_property,house_price_index_flat_maisonette,house_price_index_new_build,house_price_index_semi_detached,house_price_index_terraced,percentage_annual_change,percentage_annual_change_detached,percentage_annual_change_existing_property,percentage_annual_change_flat_maisonette,percentage_annual_change_new_build,percentage_annual_change_semi_detached,percentage_annual_change_terraced,percentage_change,percentage_change_detached,percentage_change_existing_property,percentage_change_flat_maisonette,percentage_change_new_build,percentage_change_semi_detached,percentage_change_terraced,ref_month,ref_period_duration,ref_period_start,ref_region,sales_volume,sales_volume_existing_property,sales_volume_new_build
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2022-10,165729,261630,162694.0,121607,203604.0,165609,118099,102.0,101.4,103.1,101.9,96.7,101.8,103.0,10.1,11.6,10.0,8.8,10.6,10.2,8.5,-0.4,-0.8,-0.6,-0.9,0.5,-0.2,0.0,2022-10,3,2022-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2249.0,1923.0,326.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2022-11,165729,261630,162694.0,121607,203604.0,165609,118099,102.0,101.4,103.1,101.9,96.7,101.8,103.0,10.1,11.6,10.0,8.8,10.6,10.2,8.5,-0.4,-0.8,-0.6,-0.9,0.5,-0.2,0.0,2022-11,3,2022-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2249.0,1923.0,326.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2022-12,165729,261630,162694.0,121607,203604.0,165609,118099,102.0,101.4,103.1,101.9,96.7,101.8,103.0,10.1,11.6,10.0,8.8,10.6,10.2,8.5,-0.4,-0.8,-0.6,-0.9,0.5,-0.2,0.0,2022-12,3,2022-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2249.0,1923.0,326.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-01,162479,257937,157793.0,119347,210650.0,162701,114675,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.8,5.9,3.4,1.7,11.7,5.6,3.2,-2.0,-1.4,-3.0,-1.9,3.5,-1.8,-2.9,2023-01,3,2023-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1683.0,1492.0,191.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-02,162479,257937,157793.0,119347,210650.0,162701,114675,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.8,5.9,3.4,1.7,11.7,5.6,3.2,-2.0,-1.4,-3.0,-1.9,3.5,-1.8,-2.9,2023-02,3,2023-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1683.0,1492.0,191.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-03,162479,257937,157793.0,119347,210650.0,162701,114675,100.0,100.0,100.0,100.0,100.0,100.0,100.0,4.8,5.9,3.4,1.7,11.7,5.6,3.2,-2.0,-1.4,-3.0,-1.9,3.5,-1.8,-2.9,2023-03,3,2023-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1683.0,1492.0,191.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-04,164587,264029,159913.0,122494,212523.0,164038,115139,101.3,102.4,101.3,102.6,100.9,100.8,100.4,2.7,4.0,1.6,1.7,8.2,2.8,1.6,1.3,2.4,1.3,2.6,0.9,0.8,0.4,2023-04,3,2023-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1743.0,1502.0,241.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-05,164587,264029,159913.0,122494,212523.0,164038,115139,101.3,102.4,101.3,102.6,100.9,100.8,100.4,2.7,4.0,1.6,1.7,8.2,2.8,1.6,1.3,2.4,1.3,2.6,0.9,0.8,0.4,2023-05,3,2023-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1743.0,1502.0,241.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-06,164587,264029,159913.0,122494,212523.0,164038,115139,101.3,102.4,101.3,102.6,100.9,100.8,100.4,2.7,4.0,1.6,1.7,8.2,2.8,1.6,1.3,2.4,1.3,2.6,0.9,0.8,0.4,2023-06,3,2023-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1743.0,1502.0,241.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-07,169726,268960,164994.0,126235,218130.0,168904,120336,104.5,104.3,104.6,105.8,103.6,103.8,104.9,2.0,2.0,0.8,2.9,7.7,1.8,1.9,3.1,1.9,3.2,3.1,2.6,3.0,4.5,2023-07,3,2023-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1999.0,1751.0,248.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-08,169726,268960,164994.0,126235,218130.0,168904,120336,104.5,104.3,104.6,105.8,103.6,103.8,104.9,2.0,2.0,0.8,2.9,7.7,1.8,1.9,3.1,1.9,3.2,3.1,2.6,3.0,4.5,2023-08,3,2023-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1999.0,1751.0,248.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-09,169726,268960,164994.0,126235,218130.0,168904,120336,104.5,104.3,104.6,105.8,103.6,103.8,104.9,2.0,2.0,0.8,2.9,7.7,1.8,1.9,3.1,1.9,3.2,3.1,2.6,3.0,4.5,2023-09,3,2023-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1999.0,1751.0,248.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-10,168157,266549,163247.0,125075,218724.0,168484,118341,103.5,103.3,103.5,104.8,103.8,103.6,103.2,1.5,1.9,0.3,2.9,7.4,1.7,0.2,-0.9,-0.9,-1.1,-0.9,0.3,-0.2,-1.7,2023-10,3,2023-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1914.0,1658.0,256.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-11,168157,266549,163247.0,125075,218724.0,168484,118341,103.5,103.3,103.5,104.8,103.8,103.6,103.2,1.5,1.9,0.3,2.9,7.4,1.7,0.2,-0.9,-0.9,-1.1,-0.9,0.3,-0.2,-1.7,2023-11,3,2023-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1914.0,1658.0,256.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2023-12,168157,266549,163247.0,125075,218724.0,168484,118341,103.5,103.3,103.5,104.8,103.8,103.6,103.2,1.5,1.9,0.3,2.9,7.4,1.7,0.2,-0.9,-0.9,-1.1,-0.9,0.3,-0.2,-1.7,2023-12,3,2023-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1914.0,1658.0,256.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-01,169060,266222,163975.0,126740,221677.0,170258,118801,104.1,103.2,103.9,106.2,105.2,104.6,103.6,4.1,3.2,3.9,6.2,5.2,4.6,3.6,0.5,-0.1,0.4,1.3,1.3,1.1,0.4,2024-01,3,2024-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1616.0,1413.0,203.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-02,169060,266222,163975.0,126740,221677.0,170258,118801,104.1,103.2,103.9,106.2,105.2,104.6,103.6,4.1,3.2,3.9,6.2,5.2,4.6,3.6,0.5,-0.1,0.4,1.3,1.3,1.1,0.4,2024-02,3,2024-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1616.0,1413.0,203.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-03,169060,266222,163975.0,126740,221677.0,170258,118801,104.1,103.2,103.9,106.2,105.2,104.6,103.6,4.1,3.2,3.9,6.2,5.2,4.6,3.6,0.5,-0.1,0.4,1.3,1.3,1.1,0.4,2024-03,3,2024-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1616.0,1413.0,203.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-04,175418,275120,169628.0,132003,234587.0,175188,124843,108.0,106.7,107.5,110.6,111.4,107.7,108.9,6.6,4.2,6.1,7.8,10.4,6.8,8.4,3.8,3.3,3.4,4.2,5.8,2.9,5.1,2024-04,3,2024-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1838.0,1576.0,262.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-05,175418,275120,169628.0,132003,234587.0,175188,124843,108.0,106.7,107.5,110.6,111.4,107.7,108.9,6.6,4.2,6.1,7.8,10.4,6.8,8.4,3.8,3.3,3.4,4.2,5.8,2.9,5.1,2024-05,3,2024-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1838.0,1576.0,262.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-06,175418,275120,169628.0,132003,234587.0,175188,124843,108.0,106.7,107.5,110.6,111.4,107.7,108.9,6.6,4.2,6.1,7.8,10.4,6.8,8.4,3.8,3.3,3.4,4.2,5.8,2.9,5.1,2024-06,3,2024-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1838.0,1576.0,262.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-07,180467,284601,175080.0,130568,236269.0,180221,129294,111.1,110.3,111.0,109.4,112.2,110.8,112.7,6.3,5.8,6.1,3.4,8.3,6.7,7.4,2.9,3.4,3.2,-1.1,0.7,2.9,3.6,2024-07,3,2024-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2152.0,1852.0,300.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-08,180467,284601,175080.0,130568,236269.0,180221,129294,111.1,110.3,111.0,109.4,112.2,110.8,112.7,6.3,5.8,6.1,3.4,8.3,6.7,7.4,2.9,3.4,3.2,-1.1,0.7,2.9,3.6,2024-08,3,2024-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2152.0,1852.0,300.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-09,180467,284601,175080.0,130568,236269.0,180221,129294,111.1,110.3,111.0,109.4,112.2,110.8,112.7,6.3,5.8,6.1,3.4,8.3,6.7,7.4,2.9,3.4,3.2,-1.1,0.7,2.9,3.6,2024-09,3,2024-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2152.0,1852.0,300.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-10,182320,285346,177297.0,135445,235040.0,183133,129680,112.2,110.6,112.4,113.5,111.6,112.6,113.1,8.4,7.1,8.6,8.3,7.5,8.7,9.6,1.0,0.3,1.3,3.7,-0.5,1.6,0.3,2024-10,3,2024-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2268.0,1958.0,310.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-11,182320,285346,177297.0,135445,235040.0,183133,129680,112.2,110.6,112.4,113.5,111.6,112.6,113.1,8.4,7.1,8.6,8.3,7.5,8.7,9.6,1.0,0.3,1.3,3.7,-0.5,1.6,0.3,2024-11,3,2024-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2268.0,1958.0,310.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2024-12,182320,285346,177297.0,135445,235040.0,183133,129680,112.2,110.6,112.4,113.5,111.6,112.6,113.1,8.4,7.1,8.6,8.3,7.5,8.7,9.6,1.0,0.3,1.3,3.7,-0.5,1.6,0.3,2024-12,3,2024-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2268.0,1958.0,310.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-01,184322,287113,179038.0,138289,239407.0,184701,131703,113.4,111.3,113.5,115.9,113.7,113.5,114.8,9.0,7.8,9.2,9.1,8.0,8.5,10.9,1.1,0.6,1.0,2.1,1.9,0.9,1.6,2025-01,3,2025-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2174.0,1918.0,256.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-02,184322,287113,179038.0,138289,239407.0,184701,131703,113.4,111.3,113.5,115.9,113.7,113.5,114.8,9.0,7.8,9.2,9.1,8.0,8.5,10.9,1.1,0.6,1.0,2.1,1.9,0.9,1.6,2025-02,3,2025-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2174.0,1918.0,256.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-03,184322,287113,179038.0,138289,239407.0,184701,131703,113.4,111.3,113.5,115.9,113.7,113.5,114.8,9.0,7.8,9.2,9.1,8.0,8.5,10.9,1.1,0.6,1.0,2.1,1.9,0.9,1.6,2025-03,3,2025-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,2174.0,1918.0,256.0
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-04,185304,288533,179731.0,140079,242806.0,184900,132820,114.0,111.9,113.9,117.4,115.3,113.6,115.8,5.6,4.9,6.0,6.1,3.5,5.5,6.4,0.5,0.5,0.4,1.3,1.4,0.1,0.8,2025-04,3,2025-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1588.0,,
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-05,185304,288533,179731.0,140079,242806.0,184900,132820,114.0,111.9,113.9,117.4,115.3,113.6,115.8,5.6,4.9,6.0,6.1,3.5,5.5,6.4,0.5,0.5,0.4,1.3,1.4,0.1,0.8,2025-05,3,2025-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1588.0,,
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-06,185304,288533,179731.0,140079,242806.0,184900,132820,114.0,111.9,113.9,117.4,115.3,113.6,115.8,5.6,4.9,6.0,6.1,3.5,5.5,6.4,0.5,0.5,0.4,1.3,1.4,0.1,0.8,2025-06,3,2025-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1588.0,,
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-07,193247,299928,188389.0,142006,245552.0,193210,139916,118.9,116.3,119.4,119.0,116.6,118.8,122.0,7.1,5.4,7.6,8.8,3.9,7.2,8.2,4.3,3.9,4.8,1.4,1.1,4.5,5.3,2025-07,3,2025-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1923.0,,
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-08,193247,299928,188389.0,142006,245552.0,193210,139916,118.9,116.3,119.4,119.0,116.6,118.8,122.0,7.1,5.4,7.6,8.8,3.9,7.2,8.2,4.3,3.9,4.8,1.4,1.1,4.5,5.3,2025-08,3,2025-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,1923.0,,
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-09,193247,299928,,142006,,193210,139916,118.9,116.3,,119.0,,118.8,122.0,7.1,5.4,,8.8,,7.2,8.2,4.3,3.9,,1.4,,4.5,5.3,2025-09,3,2025-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,,,
http://landregistry.data.gov.uk/data/ukhpi/region/northern-ireland/month/2025-10,193247,299928,,142006,,193210,139916,118.9,116.3,,119.0,,118.8,122.0,7.1,5.4,,8.8,,7.2,8.2,4.3,3.9,,1.4,,4.5,5.3,2025-10,3,2025-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/northern-ireland,,,
